"estado";"lei";"desc";"link"
"Rio Grande do Norte";"Decreto Nº 29583 de 1 de abril de 2020";"Consolida as medidas de saúde para o enfrentamento do novo coronavírus (COVID-19) no âmbito do Estado do Rio Grande do Norte e dá outras providências.";"http://leisestaduais.com.br/rn/decreto-n-29583-2020-rio-grande-do-norte-consolida-as-medidas-de-saude-para-o-enfrentamento-do-novo-coronavirus-covid-19-no-ambito-do-estado-do-rio-grande-do-norte-e-da-outras-providencias"
"Roraima";"Decreto Nº 28674 de 1 de abril de 2020";"Altera o Decreto nº 28.635-E, de 22 de março de 2020, que declara estado de calamidade pública em todo o território do Estado de Roraima para fins de prevenção e enfrentamento à epidemia causada pelo COVID-19 (Coronavírus), o Decreto nº 28.657-E, de 25 de março de 2020, que dispõe sobre a criação do Comitê de Crise para Enfrentamento da Emergência de Saúde Pública de Importância Internacional e Nacional decorrente do Coronavírus e o Decreto nº 28.662-E, de 27 de março de 2020, que dispõe sobre medidas excepcionais e temporárias aplicáveis à iniciativa privada para prevenir e diminuir o risco de contágio e disseminação do Coronavírus.";"http://leisestaduais.com.br/rr/decreto-n-28674-2020-roraima-altera-o-decreto-no-28-635-e-de-22-de-marco-de-2020-que-declara-estado-de-calamidade-publica-em-todo-o-territorio-do-estado-de-roraima-para-fins-de-prevencao-e-enfrentamento-a-epidemia-causada-pelo-covid-19-coronavirus-o-decreto-no-28-657-e-de-25-de-marco-de-2020-que-dispoe-sobre-a-criacao-do-comite-de-crise-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-e-nacional-decorrente-do-coronavirus-e-o-decreto-no-28-662-e-de-27-de-marco-de-2020-que-dispoe-sobre-medidas-excepcionais-e-temporarias-aplicaveis-a-iniciativa-privada-para-prevenir-e-diminuir-o-risco-de-contagio-e-disseminacao-do-coronavirus"
"Amapá";"Lei Ordinária Nº 2499 de 1 de abril de 2020";"Institui auxílio financeiro emergencial para atender famílias em vulnerabilidade social, agravado pela calamidade pública e econômica advindas da pandemia COVID-19, e dá outras providências.";"http://leisestaduais.com.br/ap/lei-ordinaria-n-2499-2020-amapa-institui-auxilio-financeiro-emergencial-para-atender-familias-em-vulnerabilidade-social-agravado-pela-calamidade-publica-e-economica-advindas-da-pandemia-covid-19-e-da-outras-providencias"
"São Paulo";"Decreto Nº 59321 de 1 de abril de 2020";"Regulamenta a Lei nº 17.335, de 27 de março de 2020, que dispõe sobre a autorização de medidas excepcionais no âmbito dos contratos administrativos de prestação de serviços, finanças públicas e outras medidas em face da situação de emergência e estado de calamidade pública decorrentes do coronavírus, no âmbito do Município de São Paulo.";"http://leisestaduais.com.br/sp/decreto-n-59321-2020-sao-paulo-regulamenta-a-lei-no-17-335-de-27-de-marco-de-2020-que-dispoe-sobre-a-autorizacao-de-medidas-excepcionais-no-ambito-dos-contratos-administrativos-de-prestacao-de-servicos-financas-publicas-e-outras-medidas-em-face-da-situacao-de-emergencia-e-estado-de-calamidade-publica-decorrentes-do-coronavirus-no-ambito-do-municipio-de-sao-paulo"
"Distrito Federal";"Decreto Nº 40586 de 1 de abril de 2020";"Dispõe sobre o adiamento das Comemorações aos 60 Anos de Brasília.";"http://leisestaduais.com.br/df/decreto-n-40586-2020-distrito-federal-dispoe-sobre-o-adiamento-das-comemoracoes-aos-60-anos-de-brasilia"
"Rio de Janeiro";"Decreto Nº 47009 de 31 de março de 2020";"DISPÕE SOBRE O GABINETE DE GERENCIAMENTO DE INFORMAÇÕES PARA SUBSIDIAR OS ATOS DECISÓRIOS DO GOVERNO DO ESTADO.";"http://leisestaduais.com.br/rj/decreto-n-47009-2020-rio-de-janeiro-dispoe-sobre-o-gabinete-de-gerenciamento-de-informacoes-para-subsidiar-os-atos-decisorios-do-governo-do-estado"
"São Paulo";"Decreto Nº 64897 de 31 de março de 2020";"Autoriza o funcionamento extraordinário das unidades do Restaurante Popular, instituído pelo Decreto nº 45.547, de 26 de dezembro de 2000, no contexto da pandemia COVID-19 (Novo Coronavírus), e dá providências correlatas.";"http://leisestaduais.com.br/sp/decreto-n-64897-2020-sao-paulo-autoriza-o-funcionamento-extraordinario-das-unidades-do-restaurante-popular-instituido-pelo-decreto-no-45-547-de-26-de-dezembro-de-2000-no-contexto-da-pandemia-covid-19-novo-coronavirus-e-da-providencias-correlatas"
"Mato Grosso";"Decreto Nº 432 de 31 de março de 2020";"Consolida, estabelece e fixa critérios para aplicação de medidas não farmacológicas excepcionais, de caráter temporário, restritivas à circulação e às atividades privadas, para a prevenção dos riscos de disseminação do coronavírus em todo o território de Mato Grosso.";"http://leisestaduais.com.br/mt/decreto-n-432-2020-mato-grosso-consolida-estabelece-e-fixa-criterios-para-aplicacao-de-medidas-nao-farmacologicas-excepcionais-de-carater-temporario-restritivas-a-circulacao-e-as-atividades-privadas-para-a-prevencao-dos-riscos-de-disseminacao-do-coronavirus-em-todo-o-territorio-de-mato-grosso"
"Amazonas";"Lei Complementar Nº 205 de 31 de março de 2020";"DISPÕE sobre a adoção de medidas de caráter emergencial de gestão financeira, orçamentária e fiscal para combater os impactos econômicos da pandemia do novo coronavírus, no âmbito do Poder Executivo Estadual.";"http://leisestaduais.com.br/am/lei-complementar-n-205-2020-amazonas-dispoe-sobre-a-adocao-de-medidas-de-carater-emergencial-de-gestao-financeira-orcamentaria-e-fiscal-para-combater-os-impactos-economicos-da-pandemia-do-novo-coronavirus-no-ambito-do-poder-executivo-estadual"
"São Paulo";"Decreto Legislativo Nº 2495 de 31 de março de 2020";"Reconhece, para efeitos do artigo 65 da Lei Complementar Federal nº 101, de 4 de maio de 2000, a ocorrência do estado de calamidade pública nos municípios do Estado.";"http://leisestaduais.com.br/sp/decreto-legislativo-n-2495-2020-sao-paulo-reconhece-para-efeitos-do-artigo-65-da-lei-complementar-federal-no-101-de-4-de-maio-de-2000-a-ocorrencia-do-estado-de-calamidade-publica-nos-municipios-do-estado"
"Rio de Janeiro";"Decreto Nº 47010 de 31 de março de 2020";"ALTERA O INCISO VIII DO ART. 4º DO DECRETO Nº 47 .006 DE 27 DE MARÇO DE 2020, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/rj/decreto-n-47010-2020-rio-de-janeiro-altera-o-inciso-viii-do-art-4o-do-decreto-no-47-006-de-27-de-marco-de-2020-e-da-outras-providencias"
"Amazonas";"Decreto Nº 42145 de 31 de março de 2020";"PRORROGA a suspensão das atividades que especifica, no âmbito do Estado do Amazonas, e dá outras providências.";"http://leisestaduais.com.br/am/decreto-n-42145-2020-amazonas-prorroga-a-suspensao-das-atividades-que-especifica-no-ambito-do-estado-do-amazonas-e-da-outras-providencias"
"Rio Grande do Norte";"Decreto Nº 29581 de 31 de março de 2020";"Dispõe sobre a contratação temporária de profissionais da área de saúde, prevista na Lei Estadual nº 10.229, de 31 de julho de 2017, para atender a necessidade de excepcional interesse público relacionada à emergência em saúde pública de importância internacional decorrente do novo coronavírus (COVID-19).";"http://leisestaduais.com.br/rn/decreto-n-29581-2020-rio-grande-do-norte-dispoe-sobre-a-contratacao-temporaria-de-profissionais-da-area-de-saude-prevista-na-lei-estadual-no-10-229-de-31-de-julho-de-2017-para-atender-a-necessidade-de-excepcional-interesse-publico-relacionada-a-emergencia-em-saude-publica-de-importancia-internacional-decorrente-do-novo-coronavirus-covid-19"
"Rio Grande do Norte";"Decreto Nº 29582 de 31 de março de 2020";"Institui a Comissão Especial de Monitoramento e Enfrentamento ao Coronavírus (COVID-19) no âmbito do município de Natal e dá outras providências.";"http://leisestaduais.com.br/rn/decreto-n-29582-2020-rio-grande-do-norte-institui-a-comissao-especial-de-monitoramento-e-enfrentamento-ao-coronavirus-covid-19-no-ambito-do-municipio-de-natal-e-da-outras-providencias"
"Rio Grande do Norte";"Decreto Nº 29580 de 31 de março de 2020";"Suspende a distribuição de prêmios no âmbito da campanha Nota Potiguar.";"http://leisestaduais.com.br/rn/decreto-n-29580-2020-rio-grande-do-norte-suspende-a-distribuicao-de-premios-no-ambito-da-campanha-nota-potiguar"
"São Paulo";"Decreto Nº 64898 de 31 de março de 2020";"Dispõe sobre a gestão de contratos de prestação de serviços contínuos, no âmbito da Administração Pública direta e autárquica, durante a vigência do estado de calamidade pública da pandemia do COVID-19 (Novo Coronavírus).";"http://leisestaduais.com.br/sp/decreto-n-64898-2020-sao-paulo-dispoe-sobre-a-gestao-de-contratos-de-prestacao-de-servicos-continuos-no-ambito-da-administracao-publica-direta-e-autarquica-durante-a-vigencia-do-estado-de-calamidade-publica-da-pandemia-do-covid-19-novo-coronavirus"
"Ceará";"Decreto Nº 33534 de 31 de março de 2020";"ALTERA O DECRETO Nº 33.327, DE 30 DE OUTUBRO DE 2019, O DECRETO Nº 33.467, DE 10 DE FEVEREIRO DE 2020, E O DECRETO Nº 33.526, DE 24 DE MARÇO DE 2020.";"http://leisestaduais.com.br/ce/decreto-n-33534-2020-ceara-altera-o-decreto-no-33-327-de-30-de-outubro-de-2019-o-decreto-no-33-467-de-10-de-fevereiro-de-2020-e-o-decreto-no-33-526-de-24-de-marco-de-2020"
"Pernambuco";"Decreto Nº 48875 de 31 de março de 2020";"Dispõe sobre a prorrogação de prazos relativos a obrigações tributárias acessórias e a suspensão de procedimentos administrativos, em virtude de ""Estado de Calamidade Pública"".";"http://leisestaduais.com.br/pe/decreto-n-48875-2020-pernambuco-dispoe-sobre-a-prorrogacao-de-prazos-relativos-a-obrigacoes-tributarias-acessorias-e-a-suspensao-de-procedimentos-administrativos-em-virtude-de-estado-de-calamidade-publica"
"Rio de Janeiro";"Decreto Nº 47011 de 31 de março de 2020";"ESTABELECE O PROCEDIMENTO PARA CONTRATAÇÃO DE SERVIÇOS E AQUISIÇÕES DE SOLUÇÕES DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO NOS ÓRGÃOS DO ESTADO DO RIO DE JANEIRO.";"http://leisestaduais.com.br/rj/decreto-n-47011-2020-rio-de-janeiro-estabelece-o-procedimento-para-contratacao-de-servicos-e-aquisicoes-de-solucoes-de-tecnologia-da-informacao-e-comunicacao-nos-orgaos-do-estado-do-rio-de-janeiro"
"Bahia";"Decreto Nº 19601 de 31 de março de 2020";"Determina a requisição administrativa dos bens que indica, em razão da necessidade de enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus.";"http://leisestaduais.com.br/ba/decreto-n-19601-2020-bahia-determina-a-requisicao-administrativa-dos-bens-que-indica-em-razao-da-necessidade-de-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus"
"Mato Grosso do Sul";"Decreto Nº 15409 de 31 de março de 2020";"Altera o Decreto nº 15.342, de 30 de dezembro de 2019, que altera e acrescenta dispositivos ao Decreto nº 11.176, de 11 de abril de 2003, que institui o Programa de Avanços na Pecuária de Mato Grosso do Sul (Proape), visando à expansão e ao fortalecimento da bovinocultura de corte, da bovinocultura de leite, da suinocultura, da avicultura de corte, da ovinocaprinocultura e da piscicultura, e dá outras providências.";"http://leisestaduais.com.br/ms/decreto-n-15409-2020-mato-grosso-do-sul-altera-o-decreto-no-15-342-de-30-de-dezembro-de-2019-que-altera-e-acrescenta-dispositivos-ao-decreto-no-11-176-de-11-de-abril-de-2003-que-institui-o-programa-de-avancos-na-pecuaria-de-mato-grosso-do-sul-proape-visando-a-expansao-e-ao-fortalecimento-da-bovinocultura-de-corte-da-bovinocultura-de-leite-da-suinocultura-da-avicultura-de-corte-da-ovinocaprinocultura-e-da-piscicultura-e-da-outras-providencias"
"Mato Grosso do Sul";"Decreto Nº 15408 de 31 de março de 2020";"Altera a redação do art. 9º do Decreto nº 15.391, de 16 de março de 2020, e do art. 3º do Decreto nº 15.396, de 19 de março de 2020.";"http://leisestaduais.com.br/ms/decreto-n-15408-2020-mato-grosso-do-sul-altera-a-redacao-do-art-9o-do-decreto-no-15-391-de-16-de-marco-de-2020-e-do-art-3o-do-decreto-no-15-396-de-19-de-marco-de-2020"
"Amazonas";"Decreto Nº 42146 de 31 de março de 2020";"DISPÕE sobre o Plano de Contingenciamento de Gastos, no âmbito do Poder Executivo Estadual, e dá outras providências.";"http://leisestaduais.com.br/am/decreto-n-42146-2020-amazonas-dispoe-sobre-o-plano-de-contingenciamento-de-gastos-no-ambito-do-poder-executivo-estadual-e-da-outras-providencias"
"São Paulo";"Decreto Nº 64891 de 30 de março de 2020";"Dispõe sobre o atendimento de necessidade inadiável de alunos da rede pública estadual de ensino em situação de pobreza ou de extrema pobreza, no contexto da pandemia COVID-19 (Novo Coronavírus), e dá providências correlatas.";"http://leisestaduais.com.br/sp/decreto-n-64891-2020-sao-paulo-dispoe-sobre-o-atendimento-de-necessidade-inadiavel-de-alunos-da-rede-publica-estadual-de-ensino-em-situacao-de-pobreza-ou-de-extrema-pobreza-no-contexto-da-pandemia-covid-19-novo-coronavirus-e-da-providencias-correlatas"
"Minas Gerais";"Decreto Nº 47901 de 30 de março de 2020";"Dispõe sobre o exame admissional, durante o período da epidemia de doença infecciosa viral respiratória causada pelo agente Coronavírus - COVID-19, no âmbito dos órgãos, autarquias e fundações do Poder Executivo, e dá outras providências.";"http://leisestaduais.com.br/mg/decreto-n-47901-2020-minas-gerais-dispoe-sobre-o-exame-admissional-durante-o-periodo-da-epidemia-de-doenca-infecciosa-viral-respiratoria-causada-pelo-agente-coronavirus-covid-19-no-ambito-dos-orgaos-autarquias-e-fundacoes-do-poder-executivo-e-da-outras-providencias"
"Santa Catarina";"Decreto Nº 535 de 30 de março de 2020";"Altera o Decreto nº 525, de 2020, para estabelecer novas regras de enfrentamento da epidemia do coronavírus (COVID-19), e estabelece outras providências.";"http://leisestaduais.com.br/sc/decreto-n-535-2020-santa-catarina-altera-o-decreto-no-525-de-2020-para-estabelecer-novas-regras-de-enfrentamento-da-epidemia-do-coronavirus-covid-19-e-estabelece-outras-providencias"
"Paraná";"Decreto Nº 4388 de 30 de março de 2020";"Altera dispositivos do Decreto nº 4.317, de 21 de março de 2020.";"http://leisestaduais.com.br/pr/decreto-n-4388-2020-parana-altera-dispositivos-do-decreto-no-4-317-de-21-de-marco-de-2020"
"Amazonas";"Decreto Nº 42134 de 30 de março de 2020";"SUSPENDE E PRORROGA, em virtude do estado de calamidade pública em decorrência da pandemia da COVID-19, os prazos relativos a atos e procedimentos da Secretaria de Estado da Fazenda e da Procuradoria Geral do Estado do Amazonas, e dá outras providências.";"http://leisestaduais.com.br/am/decreto-n-42134-2020-amazonas-suspende-e-prorroga-em-virtude-do-estado-de-calamidade-publica-em-decorrencia-da-pandemia-da-covid-19-os-prazos-relativos-a-atos-e-procedimentos-da-secretaria-de-estado-da-fazenda-e-da-procuradoria-geral-do-estado-do-amazonas-e-da-outras-providencias"
"Ceará";"Decreto Nº 33532 de 30 de março de 2020";"DISPÕE SOBRE AS MEDIDAS ADOTADAS PELO ESTADO DO CEARÁ PARA CONTENÇÃO DO AVANÇO DO NOVO CORONAVÍRUS, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/ce/decreto-n-33532-2020-ceara-dispoe-sobre-as-medidas-adotadas-pelo-estado-do-ceara-para-contencao-do-avanco-do-novo-coronavirus-e-da-outras-providencias"
"Paraíba";"Decreto Nº 40155 de 30 de março de 2020";"Regulamenta no âmbito do Estado da Paraíba, a requisição administrativa prevista no art. 5º, XXV, da Constituição Federal e no Decreto Estadual nº 40.135, de 20 de março de 2020, e dá outras providências.";"http://leisestaduais.com.br/pb/decreto-n-40155-2020-paraiba-regulamenta-no-ambito-do-estado-da-paraiba-a-requisicao-administrativa-prevista-no-art-5o-xxv-da-constituicao-federal-e-no-decreto-estadual-no-40-135-de-20-de-marco-de-2020-e-da-outras-providencias"
"Piauí";"Decreto Nº 18913 de 30 de março de 2020";"Prorroga e determina, nas redes pública e privada, a suspensão das aulas, como medida excepcional para enfrentamento ao Covid-19, e dá outras providências.";"http://leisestaduais.com.br/pi/decreto-n-18913-2020-piaui-prorroga-e-determina-nas-redes-publica-e-privada-a-suspensao-das-aulas-como-medida-excepcional-para-enfrentamento-ao-covid-19-e-da-outras-providencias"
"Rio Grande do Sul";"Decreto Nº 55150 de 28 de março de 2020";"Altera o Decreto nº 55.128, de 19 de março de 2020, que declara estado de calamidade pública em todo o território do Estado do Rio Grande do Sul para fins de prevenção e de enfrentamento à epidemia causada pelo COVID-19 (novo Coronavírus), e dá outras providências.";"http://leisestaduais.com.br/rs/decreto-n-55150-2020-rio-grande-do-sul-altera-o-decreto-no-55-128-de-19-de-marco-de-2020-que-declara-estado-de-calamidade-publica-em-todo-o-territorio-do-estado-do-rio-grande-do-sul-para-fins-de-prevencao-e-de-enfrentamento-a-epidemia-causada-pelo-covid-19-novo-coronavirus-e-da-outras-providencias"
"Alagoas";"Decreto Nº 69577 de 28 de março de 2020";"DISPÕE SOBRE A PRORROGAÇÃO DAS MEDIDAS PARA ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO COVID - 19 (CORONAVÍRUS) NO ÂMBITO DO ESTADO DE ALAGOAS, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/al/decreto-n-69577-2020-alagoas-dispoe-sobre-a-prorrogacao-das-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-covid-19-coronavirus-no-ambito-do-estado-de-alagoas-e-da-outras-providencias"
"Amapá";"Decreto Nº 1488 de 28 de março de 2020";"Institui o Comitê Médico de enfrentamento ao Covid-19, vinculado ao Centro de Operações de Emergências em Saúde Pública - COESP, e adota outras providências.";"http://leisestaduais.com.br/ap/decreto-n-1488-2020-amapa-institui-o-comite-medico-de-enfrentamento-ao-covid-19-vinculado-ao-centro-de-operacoes-de-emergencias-em-saude-publica-coesp-e-adota-outras-providencias"
"Distrito Federal";"Decreto Nº 40572 de 28 de março de 2020";"Suspende, por tempo indeterminado, a posse e o exercício dos candidatos aprovados em concursos públicos, no âmbito do Distrito Federal e dá outras providências.";"http://leisestaduais.com.br/df/decreto-n-40572-2020-distrito-federal-suspende-por-tempo-indeterminado-a-posse-e-o-exercicio-dos-candidatos-aprovados-em-concursos-publicos-no-ambito-do-distrito-federal-e-da-outras-providencias"
"Ceará";"Decreto Nº 33530 de 28 de março de 2020";"PRORROGA AS MEDIDAS ADOTADAS NO DECRETO Nº 30.519, DE 19 DE MARÇO DE 2019, E ALTERAÇÕES POSTERIORES, AS QUAIS CONTINUAM NECESSÁRIAS PARA O ENFRENTAMENTO DO AVANÇO DO NOVO CORONAVÍRUS NO ESTADO DO CEARÁ.";"http://leisestaduais.com.br/ce/decreto-n-33530-2020-ceara-prorroga-as-medidas-adotadas-no-decreto-no-30-519-de-19-de-marco-de-2019-e-alteracoes-posteriores-as-quais-continuam-necessarias-para-o-enfrentamento-do-avanco-do-novo-coronavirus-no-estado-do-ceara"
"Distrito Federal";"Decreto Nº 40571 de 28 de março de 2020";"Altera o Decreto nº 40.559, de 24 de março de 2020, que institui o Comitê de Emergência COVID-19 para arrecadar doações destinadas ao combate e enfrentamento do novo Coronavírus (COVID-19), e dá outras providências.";"http://leisestaduais.com.br/df/decreto-n-40571-2020-distrito-federal-altera-o-decreto-no-40-559-de-24-de-marco-de-2020-que-institui-o-comite-de-emergencia-covid-19-para-arrecadar-doacoes-destinadas-ao-combate-e-enfrentamento-do-novo-coronavirus-covid-19-e-da-outras-providencias"
"Bahia";"Decreto Nº 19585 de 27 de março de 2020";"Dispõe sobre as medidas temporárias complementares para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus, e dá outras providências.";"http://leisestaduais.com.br/ba/decreto-n-19585-2020-bahia-dispoe-sobre-as-medidas-temporarias-complementares-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-e-da-outras-providencias"
"Ceará";"Lei Complementar Nº 213 de 27 de março de 2020";"ACRESCENTA DISPOSITIVO À LEI COMPLEMENTAR Nº 119, DE 28 DE DEZEMBRO DE 2012.";"http://leisestaduais.com.br/ce/lei-complementar-n-213-2020-ceara-acrescenta-dispositivo-a-lei-complementar-no-119-de-28-de-dezembro-de-2012"
"Acre";"Decreto Nº 5631 de 27 de março de 2020";"Altera o Decreto nº 5.496, de 20 de março de 2020, que estabelece novas medidas para enfrentamento da emergência de saúde pública decorrente da doença COVID-19, causada pelo coronavírus SARS-CoV-2.";"http://leisestaduais.com.br/ac/decreto-n-5631-2020-acre-altera-o-decreto-no-5-496-de-20-de-marco-de-2020-que-estabelece-novas-medidas-para-enfrentamento-da-emergencia-de-saude-publica-decorrente-da-doenca-covid-19-causada-pelo-coronavirus-sars-cov-2"
"Ceará";"Lei Ordinária Nº 17194 de 27 de março de 2020";"DISPÕE SOBRE O PROCEDIMENTO EXCEPCIONAL DE CONTRATAÇÃO PÚBLICA NO PERÍODO DE EMERGÊNCIA ESTADUAL EM SAÚDE.";"http://leisestaduais.com.br/ce/lei-ordinaria-n-17194-2020-ceara-dispoe-sobre-o-procedimento-excepcional-de-contratacao-publica-no-periodo-de-emergencia-estadual-em-saude"
"Roraima";"Decreto Nº 28662 de 27 de março de 2020";"Dispõe sobre medidas excepcionais e temporárias aplicáveis à iniciativa privada para prevenir e diminuir o risco de contágio e disseminação do Coronavírus (COVID-19) no âmbito do Estado de Roraima, e dá outras providências.";"http://leisestaduais.com.br/rr/decreto-n-28662-2020-roraima-dispoe-sobre-medidas-excepcionais-e-temporarias-aplicaveis-a-iniciativa-privada-para-prevenir-e-diminuir-o-risco-de-contagio-e-disseminacao-do-coronavirus-covid-19-no-ambito-do-estado-de-roraima-e-da-outras-providencias"
"Rio de Janeiro";"Decreto Nº 47006 de 27 de março de 2020";"DISPÕE SOBRE AS MEDIDAS DE ENFRENTAMENTO DA PROPAGAÇÃO DECORRENTE DO NOVO CORONAVÍRUS (COVID-19), EM DECORRENCIA DA SITUAÇÃO DE EMERGÊNCIA EM SAÚDE, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/rj/decreto-n-47006-2020-rio-de-janeiro-dispoe-sobre-as-medidas-de-enfrentamento-da-propagacao-decorrente-do-novo-coronavirus-covid-19-em-decorrencia-da-situacao-de-emergencia-em-saude-e-da-outras-providencias"
"Paraná";"Decreto Nº 4385 de 27 de março de 2020";"Dispõe sobre medidas orçamentárias e financeiras para prevenção e combate à COVID-19.";"http://leisestaduais.com.br/pr/decreto-n-4385-2020-parana-dispoe-sobre-medidas-orcamentarias-e-financeiras-para-prevencao-e-combate-a-covid-19"
"Acre";"Decreto Nº 5628 de 27 de março de 2020";"Dispõe sobre medidas a serem adotadas para a garantia da distribuição da merenda escolar, inclusive de seus produtos, em decorrência da pandemia da COVID-19.";"http://leisestaduais.com.br/ac/decreto-n-5628-2020-acre-dispoe-sobre-medidas-a-serem-adotadas-para-a-garantia-da-distribuicao-da-merenda-escolar-inclusive-de-seus-produtos-em-decorrencia-da-pandemia-da-covid-19"
"Bahia";"Decreto Nº 19597 de 27 de março de 2020";"Dispõe sobre a aceitação, pelos órgãos e entidades da Administração Pública do Poder Executivo Estadual, de doação de bens móveis, sem ônus ou encargos, e da prestação não remunerada de serviços, oferecidos por pessoas físicas ou jurídicas de direito privado, que tenham por finalidade o atendimento às ações de prevenção, controle e tratamento da COVID-19, e dá outras providências.";"http://leisestaduais.com.br/ba/decreto-n-19597-2020-bahia-dispoe-sobre-a-aceitacao-pelos-orgaos-e-entidades-da-administracao-publica-do-poder-executivo-estadual-de-doacao-de-bens-moveis-sem-onus-ou-encargos-e-da-prestacao-nao-remunerada-de-servicos-oferecidos-por-pessoas-fisicas-ou-juridicas-de-direito-privado-que-tenham-por-finalidade-o-atendimento-as-acoes-de-prevencao-controle-e-tratamento-da-covid-19-e-da-outras-providencias"
"Pernambuco";"Decreto Nº 48866 de 27 de março de 2020";"Regulamenta o art. 17 da Lei Complementar nº 425, de 25 de março de 2020, que dispõe sobre os procedimentos para contratações destinadas ao fornecimento de bens, à prestação de serviços, à locação de bens e à execução de obras necessárias ao enfrentamento da emergência em saúde pública de importância internacional, decorrente do coronavírus, no âmbito do Poder Executivo Estadual.";"http://leisestaduais.com.br/pe/decreto-n-48866-2020-pernambuco-regulamenta-o-art-17-da-lei-complementar-no-425-de-25-de-marco-de-2020-que-dispoe-sobre-os-procedimentos-para-contratacoes-destinadas-ao-fornecimento-de-bens-a-prestacao-de-servicos-a-locacao-de-bens-e-a-execucao-de-obras-necessarias-ao-enfrentamento-da-emergencia-em-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-no-ambito-do-poder-executivo-estadual"
"Bahia";"Decreto Nº 19586 de 27 de março de 2020";"Ratifica declaração de Situação de Emergência em todo o território baiano, para fins de prevenção e enfrentamento à COVID-19, e regulamenta, no Estado da Bahia, as medidas temporárias para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus.";"http://leisestaduais.com.br/ba/decreto-n-19586-2020-bahia-ratifica-declaracao-de-situacao-de-emergencia-em-todo-o-territorio-baiano-para-fins-de-prevencao-e-enfrentamento-a-covid-19-e-regulamenta-no-estado-da-bahia-as-medidas-temporarias-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus"
"Acre";"Decreto Nº 5630 de 27 de março de 2020";"Dispõe sobre a suspensão de prazos para cumprimento de procedimentos administrativos e prorrogação de prazo para cumprimento de obrigações tributárias e dá outras providências.";"http://leisestaduais.com.br/ac/decreto-n-5630-2020-acre-dispoe-sobre-a-suspensao-de-prazos-para-cumprimento-de-procedimentos-administrativos-e-prorrogacao-de-prazo-para-cumprimento-de-obrigacoes-tributarias-e-da-outras-providencias"
"Maranhão";"Decreto Nº 35685 de 27 de março de 2020";"Prorroga, até 03 de abril de 2020, o período de suspensão das aulas presenciais nas unidades de ensino da rede estadual de educação, do Instituto Estadual de Educação, Ciência e Tecnologia do Maranhão - IEMA, da Universidade Estadual do Maranhão - UEMA e da Universidade Estadual da Região Tocantina do Maranhão - UEMASUL, nas instituições de ensino das redes municipais e nas escolas e instituições de ensino superior da rede privada localizadas no Estado do Maranhão.";"http://leisestaduais.com.br/ma/decreto-n-35685-2020-maranhao-prorroga-ate-03-de-abril-de-2020-o-periodo-de-suspensao-das-aulas-presenciais-nas-unidades-de-ensino-da-rede-estadual-de-educacao-do-instituto-estadual-de-educacao-ciencia-e-tecnologia-do-maranhao-iema-da-universidade-estadual-do-maranhao-uema-e-da-universidade-estadual-da-regiao-tocantina-do-maranhao-uemasul-nas-instituicoes-de-ensino-das-redes-municipais-e-nas-escolas-e-instituicoes-de-ensino-superior-da-rede-privada-localizadas-no-estado-do-maranhao"
"Piauí";"Decreto Nº 18912 de 27 de março de 2020";"Dispõe sobre medidas voltadas para o enfrentamento à Covid-19, e dá outras providências.";"http://leisestaduais.com.br/pi/decreto-n-18912-2020-piaui-dispoe-sobre-medidas-voltadas-para-o-enfrentamento-a-covid-19-e-da-outras-providencias"
"Goiás";"Decreto Nº 9644 de 26 de março de 2020";"Altera o Decreto nº 9.633, de 13 de março de 2020.";"http://leisestaduais.com.br/go/decreto-n-9644-2020-goias-altera-o-decreto-no-9-633-de-13-de-marco-de-2020"
"Santa Catarina";"Decreto Nº 534 de 26 de março de 2020";"Altera o Decreto nº 525, de 23 de março de 2020, que dispõe sobre novas medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do Coronavírus e estabelece outras providências.";"http://leisestaduais.com.br/sc/decreto-n-534-2020-santa-catarina-altera-o-decreto-no-525-de-23-de-marco-de-2020-que-dispoe-sobre-novas-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-e-estabelece-outras-providencias"
