"estado";"lei";"desc";"link";"lei_ord";"ata";"decreto";"medida";"oficio";"portaria";"resolucao";"data";"coduf";"UF"
"Santa Catarina";"Decreto Nº 562 de 17 de abril de 2020";"Declara estado de calamidade pública em todo o território catarinense, nos termos do COBRADE nº 1.5.1.1.0 - doenças infecciosas virais, para fins de enfrentamento à COVID-19, e estabelece outras providências.";"http://leisestaduais.com.br/sc/decreto-n-562-2020-santa-catarina-declara-estado-de-calamidade-publica-em-todo-o-territorio-catarinense-nos-termos-do-cobrade-n-1-5-1-1-0-doencas-infecciosas-virais-para-fins-de-enfrentamento-a-covid-19-e-estabelece-outras-providencias";0;0;1;0;0;0;0;2020-04-17;42;"SC"
"São Paulo";"Decreto Nº 64946 de 17 de abril de 2020";"Estende a medida de quarentena de que trata o Decreto nº 64.881, de 22 de março de 2020.";"http://leisestaduais.com.br/sp/decreto-n-64946-2020-sao-paulo-estende-a-medida-de-quarentena-de-que-trata-o-decreto-no-64-881-de-22-de-marco-de-2020";0;0;1;0;0;0;0;2020-04-17;35;"SP"
"Ceará";"Lei Complementar Nº 215 de 17 de abril de 2020";"DISPÕE SOBRE MEDIDAS PARA A CONTENÇÃO DE GASTOS PÚBLICOS DOS PODERES EXECUTIVO E LEGISLATIVO, DO TRIBUNAL DE CONTAS E DA DEFENSORIA PÚBLICA DO ESTADO, DURANTE O PERÍODO EMERGENCIAL E DE CALAMIDADE PÚBLICA DE CORRENTE DA PANDEMIA PROVOCADA PELO NOVO CORONAVÍRUS.";"http://leisestaduais.com.br/ce/lei-complementar-n-215-2020-ceara-dispoe-sobre-medidas-para-a-contencao-de-gastos-publicos-dos-poderes-executivo-e-legislativo-do-tribunal-de-contas-e-da-defensoria-publica-do-estado-durante-o-periodo-emergencial-e-de-calamidade-publica-de-corrente-da-pandemia-provocada-pelo-novo-coronavirus";1;0;0;0;0;0;0;2020-04-17;23;"CE"
"Ceará";"Lei Complementar Nº 214 de 17 de abril de 2020";"AUTORIZA O PODER EXECUTIVO A PAGAR, NO PERÍODO DE EMERGÊNCIA EM SAÚDE E DE CALAMIDADE PÚBLICA DECLARADO NO ÂMBITO DO ESTADO EM RAZÃO DA PANDEMIA DO NOVO CORONAVÍRUS, AS CONTAS DE ÁGUA DE CONSUMIDORES DE BAIXA RENDA DO SISTEMA INTEGRADO DE SANEAMENTO RURAL - SISAR.";"http://leisestaduais.com.br/ce/lei-complementar-n-214-2020-ceara-autoriza-o-poder-executivo-a-pagar-no-periodo-de-emergencia-em-saude-e-de-calamidade-publica-declarado-no-ambito-do-estado-em-razao-da-pandemia-do-novo-coronavirus-as-contas-de-agua-de-consumidores-de-baixa-renda-do-sistema-integrado-de-saneamento-rural-sisar";1;0;0;0;0;0;0;2020-04-17;23;"CE"
"Ceará";"Lei Ordinária Nº 17203 de 17 de abril de 2020";"DISPÕE SOBRE MEDIDAS PARA A CONTENÇÃO DE GASTOS PÚBLICOS DO PODER JUDICIÁRIO DURANTE O PERÍODO EMERGENCIAL E DE CALAMIDADE PÚBLICA DECORRENTE DA PANDEMIA PROVOCADA PELO NOVO CORONAVÍRUS.";"http://leisestaduais.com.br/ce/lei-ordinaria-n-17203-2020-ceara-dispoe-sobre-medidas-para-a-contencao-de-gastos-publicos-do-poder-judiciario-durante-o-periodo-emergencial-e-de-calamidade-publica-decorrente-da-pandemia-provocada-pelo-novo-coronavirus";1;0;0;0;0;0;0;2020-04-17;23;"CE"
"Minas Gerais";"Lei Ordinária Nº 23636 de 17 de abril de 2020";"Dispõe sobre a obrigatoriedade de uso de máscara de proteção e outros recursos necessários à prevenção da disseminação do coronavírus causador da Covid-19 nos órgãos, entidades, estabelecimentos e serviços que menciona.";"http://leisestaduais.com.br/mg/lei-ordinaria-n-23636-2020-minas-gerais-dispoe-sobre-a-obrigatoriedade-de-uso-de-mascara-de-protecao-e-outros-recursos-necessarios-a-prevencao-da-disseminacao-do-coronavirus-causador-da-covid-19-nos-orgaos-entidades-estabelecimentos-e-servicos-que-menciona";1;0;0;0;0;0;0;2020-04-17;31;"MG"
"Pernambuco";"Lei Ordinária Nº 16862 de 17 de abril de 2020";"Autoriza a utilização dos recursos que especifica nas ações necessárias ao enfrentamento da emergência em saúde pública decorrente do coronavírus.";"http://leisestaduais.com.br/pe/lei-ordinaria-n-16862-2020-pernambuco-autoriza-a-utilizacao-dos-recursos-que-especifica-nas-acoes-necessarias-ao-enfrentamento-da-emergencia-em-saude-publica-decorrente-do-coronavirus";1;0;0;0;0;0;0;2020-04-17;26;"PE"
"Pernambuco";"Lei Complementar Nº 427 de 17 de abril de 2020";"Dispõe sobre a concessão de pensão especial complementar aos dependentes dos servidores que indica.";"http://leisestaduais.com.br/pe/lei-complementar-n-427-2020-pernambuco-dispoe-sobre-a-concessao-de-pensao-especial-complementar-aos-dependentes-dos-servidores-que-indica";1;0;0;0;0;0;0;2020-04-17;26;"PE"
"Rio Grande do Sul";"Decreto Nº 55188 de 16 de abril de 2020";"Institui Programa INOVA RS de Apoio ao Enfrentamento do COVID-19 (novo Coronavírus).";"http://leisestaduais.com.br/rs/decreto-n-55188-2020-rio-grande-do-sul-institui-programa-inova-rs-de-apoio-ao-enfrentamento-do-covid-19-novo-coronavirus";0;0;1;0;0;0;0;2020-04-16;43;"RS"
"Rio Grande do Sul";"Decreto Nº 55191 de 16 de abril de 2020";"Prorroga o prazo previsto no Decreto nº 54.521, de 8 de março de 2019, que institui o Grupo Transitório de Assessoramento Estratégico - GTAE.";"http://leisestaduais.com.br/rs/decreto-n-55191-2020-rio-grande-do-sul-prorroga-o-prazo-previsto-no-decreto-no-54-521-de-8-de-marco-de-2019-que-institui-o-grupo-transitorio-de-assessoramento-estrategico-gtae";0;0;1;0;0;0;0;2020-04-16;43;"RS"
"Pará";"Lei Complementar Nº 131 de 16 de abril de 2020";"Altera a Lei Complementar Estadual nº 07, de 25 de setembro de 1991, que regula o art. 36 da Constituição do Estado do Pará, dispondo sobre contratação por tempo determinado para atender à necessidade temporária de excepcional interesse público.";"http://leisestaduais.com.br/pa/lei-complementar-n-131-2020-para-altera-a-lei-complementar-estadual-no-07-de-25-de-setembro-de-1991-que-regula-o-art-36-da-constituicao-do-estado-do-para-dispondo-sobre-contratacao-por-tempo-determinado-para-atender-a-necessidade-temporaria-de-excepcional-interesse-publico";1;0;0;0;0;0;0;2020-04-16;15;"PA"
"São Paulo";"Decreto Nº 64942 de 16 de abril de 2020";"Suspende o expediente das repartições públicas estaduais no dia 20 de abril de 2020, e dá providências correlatas.";"http://leisestaduais.com.br/sp/decreto-n-64942-2020-sao-paulo-suspende-o-expediente-das-reparticoes-publicas-estaduais-no-dia-20-de-abril-de-2020-e-da-providencias-correlatas";0;0;1;0;0;0;0;2020-04-16;35;"SP"
"Rio Grande do Sul";"Decreto Nº 55185 de 16 de abril de 2020";"Altera o Decreto nº 55.154, de 1º de abril de 2020, que reitera a declaração de estado de calamidade pública em todo o território do Estado do Rio Grande do Sul para fins de prevenção e de enfrentamento à epidemia causada pelo COVID-19 (novo Coronavírus), e dá outras providências.";"http://leisestaduais.com.br/rs/decreto-n-55185-2020-rio-grande-do-sul-altera-o-decreto-no-55-154-de-1o-de-abril-de-2020-que-reitera-a-declaracao-de-estado-de-calamidade-publica-em-todo-o-territorio-do-estado-do-rio-grande-do-sul-para-fins-de-prevencao-e-de-enfrentamento-a-epidemia-causada-pelo-covid-19-novo-coronavirus-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-16;43;"RS"
"Ceará";"Decreto Nº 33542 de 15 de abril de 2020";"ALTERA O DECRETO 33.509, DE 13 DE MARÇO DE 2020.";"http://leisestaduais.com.br/ce/decreto-n-33542-2020-ceara-altera-o-decreto-33-509-de-13-de-marco-de-2020";0;0;1;0;0;0;0;2020-04-15;23;"CE"
"Rio Grande do Sul";"Decreto Nº 55184 de 15 de abril de 2020";"Altera o Decreto nº 55.154, de 1º de abril de 2020, que reitera a declaração de estado de calamidade pública em todo o território do Estado do Rio Grande do Sul para fins de prevenção e de enfrentamento à epidemia causada pelo COVID-19 (novo Coronavírus), e dá outras providências.";"http://leisestaduais.com.br/rs/decreto-n-55184-2020-rio-grande-do-sul-altera-o-decreto-no-55-154-de-1o-de-abril-de-2020-que-reitera-a-declaracao-de-estado-de-calamidade-publica-em-todo-o-territorio-do-estado-do-rio-grande-do-sul-para-fins-de-prevencao-e-de-enfrentamento-a-epidemia-causada-pelo-covid-19-novo-coronavirus-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-15;43;"RS"
"Minas Gerais";"Lei Ordinária Nº 23633 de 15 de abril de 2020";"Autoriza a abertura de créditos suplementares ao Orçamento Fiscal do Estado em favor do Fundo Estadual de Proteção e Defesa do Consumidor, do Fundo Especial do Ministério Público do Estado de Minas Gerais e das unidades orçamentárias responsáveis pelos projetos criados no art. 2º da Lei nº 23.632, de 2 de abril de 2020.";"http://leisestaduais.com.br/mg/lei-ordinaria-n-23633-2020-minas-gerais-autoriza-a-abertura-de-creditos-suplementares-ao-orcamento-fiscal-do-estado-em-favor-do-fundo-estadual-de-protecao-e-defesa-do-consumidor-do-fundo-especial-do-ministerio-publico-do-estado-de-minas-gerais-e-das-unidades-orcamentarias-responsaveis-pelos-projetos-criados-no-art-2o-da-lei-no-23-632-de-2-de-abril-de-2020";1;0;0;0;0;0;0;2020-04-15;31;"MG"
"Rio Grande do Norte";"Decreto Nº 29612 de 14 de abril de 2020";"Dispõe sobre a Força-Tarefa Intersetorial Administrativa para o Enfrentamento ao Novo Coronavírus (FIA/COVID-19) no Rio Grande do Norte, e dá outras providências.";"http://leisestaduais.com.br/rn/decreto-n-29612-2020-rio-grande-do-norte-dispoe-sobre-a-forca-tarefa-intersetorial-administrativa-para-o-enfrentamento-ao-novo-coronavirus-fia-covid-19-no-rio-grande-do-norte-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-14;24;"RN"
"Rio Grande do Norte";"Decreto Nº 29613 de 14 de abril de 2020";"Institui o Programa Estadual Emergencial de Segurança Alimentar e de Itens de Higiene e Limpeza (RN Mais Unido), dispõe sobre a e Central Estadual de Controle de Recebimento e Distribuição das Doações de Produtos, Equipamentos e Bens destinados ao enfrentamento e amenização dos impactos da calamidade pública decorrente do novo coronavírus (CEC/COVID-19), e dá outras providências.";"http://leisestaduais.com.br/rn/decreto-n-29613-2020-rio-grande-do-norte-institui-o-programa-estadual-emergencial-de-seguranca-alimentar-e-de-itens-de-higiene-e-limpeza-rn-mais-unido-dispoe-sobre-a-e-central-estadual-de-controle-de-recebimento-e-distribuicao-das-doacoes-de-produtos-equipamentos-e-bens-destinados-ao-enfrentamento-e-amenizacao-dos-impactos-da-calamidade-publica-decorrente-do-novo-coronavirus-cec-covid-19-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-14;24;"RN"
"Bahia";"Lei Ordinária Nº 14259 de 14 de abril de 2020";"Cria o Projeto Vale Alimentação Estudantil - PVAE, destinado a ações de transferência de renda aos estudantes da rede pública estadual de ensino, configurando benefício complementar emergencial, em razão do estado de calamidade pública em saúde decorrente da pandemia da COVID-19, e dá outras providências.";"http://leisestaduais.com.br/ba/lei-ordinaria-n-14259-2020-bahia-cria-o-projeto-vale-alimentacao-estudantil-pvae-destinado-a-acoes-de-transferencia-de-renda-aos-estudantes-da-rede-publica-estadual-de-ensino-configurando-beneficio-complementar-emergencial-em-razao-do-estado-de-calamidade-publica-em-saude-decorrente-da-pandemia-da-covid-19-e-da-outras-providencias";1;0;0;0;0;0;0;2020-04-14;29;"BA"
"Bahia";"Decreto Nº 19636 de 14 de abril de 2020";"Regulamenta a Lei nº 14.258, de 13 de abril de 2020, na forma que indica.";"http://leisestaduais.com.br/ba/decreto-n-19636-2020-bahia-regulamenta-a-lei-no-14-258-de-13-de-abril-de-2020-na-forma-que-indica";0;0;1;0;0;0;0;2020-04-14;29;"BA"
"Bahia";"Decreto Nº 19638 de 14 de abril de 2020";"Estabelece medidas temporárias complementares de prevenção ao contágio e de enfrentamento da propagação do novo coronavírus, e dá outras providências.";"http://leisestaduais.com.br/ba/decreto-n-19638-2020-bahia-estabelece-medidas-temporarias-complementares-de-prevencao-ao-contagio-e-de-enfrentamento-da-propagacao-do-novo-coronavirus-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-14;29;"BA"
"Pernambuco";"Decreto Nº 48943 de 14 de abril de 2020";"Altera o Decreto nº 48.833, de 20 de março de 2020, que declara situação anormal, caracterizada como ""Estado de Calamidade Pública"", no âmbito do Estado de Pernambuco, em virtude da emergência de saúde pública de importância internacional decorrente do coronavírus.";"http://leisestaduais.com.br/pe/decreto-n-48943-2020-pernambuco-altera-o-decreto-no-48-833-de-20-de-marco-de-2020-que-declara-situacao-anormal-caracterizada-como-estado-de-calamidade-publica-no-ambito-do-estado-de-pernambuco-em-virtude-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus";0;0;1;0;0;0;0;2020-04-14;26;"PE"
"Santa Catarina";"Lei Ordinária Nº 17930 de 14 de abril de 2020";"Isenta de recolhimento do ICMS, inclusive sobre importação, os medicamentos, produtos e equipamentos médicos e hospitalares que estejam relacionados à pandemia do corona vírus, até o mês de setembro de 2020, e adota outras providências.";"http://leisestaduais.com.br/sc/lei-ordinaria-n-17930-2020-santa-catarina-isenta-de-recolhimento-do-icms-inclusive-sobre-importacao-os-medicamentos-produtos-e-equipamentos-medicos-e-hospitalares-que-estejam-relacionados-a-pandemia-do-corona-virus-ate-o-mes-de-setembro-de-2020-e-adota-outras-providencias";1;0;0;0;0;0;0;2020-04-14;42;"SC"
"Bahia";"Decreto Nº 19635 de 14 de abril de 2020";"Altera o Decreto nº 19.586, de 27 de março de 2020, na forma que indica, e dá outras providências.";"http://leisestaduais.com.br/ba/decreto-n-19635-2020-bahia-altera-o-decreto-no-19-586-de-27-de-marco-de-2020-na-forma-que-indica-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-14;29;"BA"
"Amazonas";"Decreto Nº 42185 de 14 de abril de 2020";"PRORROGA a suspensão das atividades elencadas no artigo 1.º do Decreto nº 42.145, de 31 de março de 2020, e dá outras providências.";"http://leisestaduais.com.br/am/decreto-n-42185-2020-amazonas-prorroga-a-suspensao-das-atividades-elencadas-no-artigo-1-o-do-decreto-no-42-145-de-31-de-marco-de-2020-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-14;13;"AM"
"Rio de Janeiro";"Decreto Nº 47027 de 13 de abril de 2020";"Dispõe sobre as medidas de enfrentamento da propagação decorrente do novo Coronavírus (COVID-19), em decorrência da situação de emergência em saúde, e dá outras providências.";"http://leisestaduais.com.br/rj/decreto-n-47027-2020-rio-de-janeiro-dispoe-sobre-as-medidas-de-enfrentamento-da-propagacao-decorrente-do-novo-coronavirus-covid-19-em-decorrencia-da-situacao-de-emergencia-em-saude-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-13;33;"RJ"
"São Paulo";"Decreto Nº 64938 de 13 de abril de 2020";"Dispõe sobre a ação Alimento Solidário, no âmbito do Projeto Família Paulista, instituído pelo Decreto nº 61.675, de 2 de dezembro de 2015, e dá providências correlatas.";"http://leisestaduais.com.br/sp/decreto-n-64938-2020-sao-paulo-dispoe-sobre-a-acao-alimento-solidario-no-ambito-do-projeto-familia-paulista-instituido-pelo-decreto-no-61-675-de-2-de-dezembro-de-2015-e-da-providencias-correlatas";0;0;1;0;0;0;0;2020-04-13;35;"SP"
"Santa Catarina";"Decreto Nº 554 de 11 de abril de 2020";"Altera o Decreto nº 525, de 2020, que dispõe sobre novas medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus e estabelece outras providências.";"http://leisestaduais.com.br/sc/decreto-n-554-2020-santa-catarina-altera-o-decreto-no-525-de-2020-que-dispoe-sobre-novas-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-e-estabelece-outras-providencias";0;0;1;0;0;0;0;2020-04-11;42;"SC"
"Minas Gerais";"Decreto Nº 47915 de 10 de abril de 2020";"Cria benefício temporário destinado à prestação de assistência alimentar às famílias de estudantes matriculados na educação básica da rede pública estadual de ensino, nos termos do inciso II do art. 12 da Lei nº 23.631, de 2 de abril de 2020.";"http://leisestaduais.com.br/mg/decreto-n-47915-2020-minas-gerais-cria-beneficio-temporario-destinado-a-prestacao-de-assistencia-alimentar-as-familias-de-estudantes-matriculados-na-educacao-basica-da-rede-publica-estadual-de-ensino-nos-termos-do-inciso-ii-do-art-12-da-lei-no-23-631-de-2-de-abril-de-2020";0;0;1;0;0;0;0;2020-04-10;31;"MG"
"Ceará";"Decreto Nº 33541 de 9 de abril de 2020";"INSTITUI O PROGRAMA ESPECIAL DE ALIMENTAÇÃO ESTUDANTIL VOLTADO AO FORNECIMENTO DE ALIMENTAÇÃO AOS ALUNOS DA REDE ESTADUAL DE ENSINO, DURANTE O PERÍODO EXCEPCIONAL DE INTERRUPÇÃO DAS ATIVIDADES PRESENCIAIS NAS ESCOLAS ESTADUAIS, NO CONTEXTO DA PANDEMIA COVID-19, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/ce/decreto-n-33541-2020-ceara-institui-o-programa-especial-de-alimentacao-estudantil-voltado-ao-fornecimento-de-alimentacao-aos-alunos-da-rede-estadual-de-ensino-durante-o-periodo-excepcional-de-interrupcao-das-atividades-presenciais-nas-escolas-estaduais-no-contexto-da-pandemia-covid-19-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-09;23;"CE"
"Distrito Federal";"Decreto Nº 40612 de 9 de abril de 2020";"Altera o Decreto nº 40.583, de 1º de abril de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do novo coronavírus.";"http://leisestaduais.com.br/df/decreto-n-40612-2020-distrito-federal-altera-o-decreto-no-40-583-de-1o-de-abril-de-2020-que-dispoe-sobre-as-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-novo-coronavirus";0;0;1;0;0;0;0;2020-04-09;53;"DF"
"Distrito Federal";"Decreto Nº 40611 de 9 de abril de 2020";"Institui o programa Todos Contra o Covid, no âmbito do Distrito Federal, para atuar no fomento ao enfrentamento da pandemia do novo coronavírus, e dá outras providências.";"http://leisestaduais.com.br/df/decreto-n-40611-2020-distrito-federal-institui-o-programa-todos-contra-o-covid-no-ambito-do-distrito-federal-para-atuar-no-fomento-ao-enfrentamento-da-pandemia-do-novo-coronavirus-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-09;53;"DF"
"Bahia";"Decreto Nº 19627 de 9 de abril de 2020";"Altera o Decreto nº 19.597, de 27 de março de 2020, na forma que indica.";"http://leisestaduais.com.br/ba/decreto-n-19627-2020-bahia-altera-o-decreto-no-19-597-de-27-de-marco-de-2020-na-forma-que-indica";0;0;1;0;0;0;0;2020-04-09;29;"BA"
"Amapá";"Decreto Nº 1519 de 9 de abril de 2020";"Institui o benefício eventual de caráter emergencial ""Água: conta paga"" destinado ao custeio da Tarifa Social de água e saneamento em favor das famílias vulneráveis em estado de pobreza ou extrema pobreza pertencentes ao CadÚnico e já cadastradas junto a empresa pública estadual de água e saneamento no âmbito do Estado do Amapá, altera o Decreto Estadual nº 5.522 de 2011, e dá outras providências.";"http://leisestaduais.com.br/ap/decreto-n-1519-2020-amapa-institui-o-beneficio-eventual-de-carater-emergencial-agua-conta-paga-destinado-ao-custeio-da-tarifa-social-de-agua-e-saneamento-em-favor-das-familias-vulneraveis-em-estado-de-pobreza-ou-extrema-pobreza-pertencentes-ao-cadunico-e-ja-cadastradas-junto-a-empresa-publica-estadual-de-agua-e-saneamento-no-ambito-do-estado-do-amapa-altera-o-decreto-estadual-no-5-522-de-2011-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-09;16;"AP"
"Bahia";"Decreto Nº 19626 de 9 de abril de 2020";"Declara Estado de Calamidade Pública em todo o território baiano, afetado por Doença Infecciosa Viral - COBRADE 1.5.1.1.0, conforme a Instrução Normativa do Ministério da Integração Nacional nº 02, de 20 de dezembro de 2016, para fins de prevenção e enfrentamento ao novo coronavírus, causador da COVID-19, e dá outras providências.";"http://leisestaduais.com.br/ba/decreto-n-19626-2020-bahia-declara-estado-de-calamidade-publica-em-todo-o-territorio-baiano-afetado-por-doenca-infecciosa-viral-cobrade-1-5-1-1-0-conforme-a-instrucao-normativa-do-ministerio-da-integracao-nacional-no-02-de-20-de-dezembro-de-2016-para-fins-de-prevencao-e-enfrentamento-ao-novo-coronavirus-causador-da-covid-19-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-09;29;"BA"
"Pernambuco";"Decreto Nº 48929 de 8 de abril de 2020";"Regulamenta a Lei nº 16.820, de 25 de março de 2020, que instituiu o Fundo Estadual de Enfrentamento ao Coronavírus - FEEC.";"http://leisestaduais.com.br/pe/decreto-n-48929-2020-pernambuco-regulamenta-a-lei-no-16-820-de-25-de-marco-de-2020-que-instituiu-o-fundo-estadual-de-enfrentamento-ao-coronavirus-feec";0;0;1;0;0;0;0;2020-04-08;26;"PE"
"Rio Grande do Norte";"Decreto Nº 29599 de 8 de abril de 2020";"Prorroga medidas temporárias de prevenção ao contágio pelo novo coronavírus (COVID-19), estabelece o prazo de validade de certidões negativas, dispõe sobre a realização de sessões presenciais de licitação por videoconferência e dá outras providências.";"http://leisestaduais.com.br/rn/decreto-n-29599-2020-rio-grande-do-norte-prorroga-medidas-temporarias-de-prevencao-ao-contagio-pelo-novo-coronavirus-covid-19-estabelece-o-prazo-de-validade-de-certidoes-negativas-dispoe-sobre-a-realizacao-de-sessoes-presenciais-de-licitacao-por-videoconferencia-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-08;24;"RN"
"Ceará";"Lei Ordinária Nº 17202 de 8 de abril de 2020";"AUTORIZA O PODER EXECUTIVO A ADQUIRIR E DISTRIBUIR GÁS EM BOTIJÃO ÀS FAMÍLIAS EM SITUAÇÃO DE MAIOR VULNERABILIDADE SOCIAL DO ESTADO DO CEARÁ, DURANTE O ESTADO DE CALAMIDADE PÚBLICA OCASIONADO PELA PANDEMIA DO NOVO CORONAVÍRUS.";"http://leisestaduais.com.br/ce/lei-ordinaria-n-17202-2020-ceara-autoriza-o-poder-executivo-a-adquirir-e-distribuir-gas-em-botijao-as-familias-em-situacao-de-maior-vulnerabilidade-social-do-estado-do-ceara-durante-o-estado-de-calamidade-publica-ocasionado-pela-pandemia-do-novo-coronavirus";1;0;0;0;0;0;0;2020-04-08;23;"CE"
"Roraima";"Decreto Nº 28694 de 8 de abril de 2020";"Altera o Decreto nº 28.635-E, de 22 de março de 2020, que declara estado de calamidade pública em todo o território do Estado de Roraima para fins de prevenção e de enfrentamento à epidemia causada pelo COVID-19 (Coronavírus), e dá outras providências.";"http://leisestaduais.com.br/rr/decreto-n-28694-2020-roraima-altera-o-decreto-no-28-635-e-de-22-de-marco-de-2020-que-declara-estado-de-calamidade-publica-em-todo-o-territorio-do-estado-de-roraima-para-fins-de-prevencao-e-de-enfrentamento-a-epidemia-causada-pelo-covid-19-coronavirus-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-08;14;"RR"
"São Paulo";"Decreto Nº 64928 de 8 de abril de 2020";"Dispensa da observância do disposto no ""caput"" do artigo 2º do Decreto nº 32.117, de 10 de agosto de 1990, alterado pelo Decreto nº 43.914, de 26 de março de 1999, as aquisições de bens necessários ao enfrentamento da COVID-19 (Novo Coronavírus).";"http://leisestaduais.com.br/sp/decreto-n-64928-2020-sao-paulo-dispensa-da-observancia-do-disposto-no-caput-do-artigo-2o-do-decreto-no-32-117-de-10-de-agosto-de-1990-alterado-pelo-decreto-no-43-914-de-26-de-marco-de-1999-as-aquisicoes-de-bens-necessarios-ao-enfrentamento-da-covid-19-novo-coronavirus";0;0;1;0;0;0;0;2020-04-08;35;"SP"
"Rio Grande do Norte";"Decreto Nº 29600 de 8 de abril de 2020";"Altera o Decreto Estadual nº 29.583, de 1º de abril de 2020, que consolida as medidas de saúde para o enfrentamento do novo coronavírus (COVID-19) no âmbito do Estado do Rio Grande do Norte, e dá outras providências.";"http://leisestaduais.com.br/rn/decreto-n-29600-2020-rio-grande-do-norte-altera-o-decreto-estadual-no-29-583-de-1o-de-abril-de-2020-que-consolida-as-medidas-de-saude-para-o-enfrentamento-do-novo-coronavirus-covid-19-no-ambito-do-estado-do-rio-grande-do-norte-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-08;24;"RN"
"Rio Grande do Sul";"Decreto Nº 55177 de 8 de abril de 2020";"Altera o Decreto nº 55.154, de 1º de abril de 2020, que reitera a declaração de estado de calamidade pública em todo o território do Estado do Rio Grande do Sul para fins de prevenção e de enfrentamento à epidemia causada pelo COVID-19 (novo Coronavírus), e dá outras providências.";"http://leisestaduais.com.br/rs/decreto-n-55177-2020-rio-grande-do-sul-altera-o-decreto-no-55-154-de-1o-de-abril-de-2020-que-reitera-a-declaracao-de-estado-de-calamidade-publica-em-todo-o-territorio-do-estado-do-rio-grande-do-sul-para-fins-de-prevencao-e-de-enfrentamento-a-epidemia-causada-pelo-covid-19-novo-coronavirus-e-da-outras-providencias";0;0;1;0;0;0;0;2020-04-08;43;"RS"
"Minas Gerais";"Decreto Nº 47911 de 8 de abril de 2020";"Altera o Decreto nº 47.896, de 25 de março de 2020, que institui o Comitê Gestor das Ações de Recuperação Fiscal, Econômica e Financeira do Estado de Minas Gerais - Comitê Extraordinário FIN COVID-19, visando acompanhar e propor medidas de natureza fiscal, econômica e financeira em razão dos efeitos da pandemia da doença infecciosa viral respiratória causada pelo agente Coronavírus - COVID-19.";"http://leisestaduais.com.br/mg/decreto-n-47911-2020-minas-gerais-altera-o-decreto-no-47-896-de-25-de-marco-de-2020-que-institui-o-comite-gestor-das-acoes-de-recuperacao-fiscal-economica-e-financeira-do-estado-de-minas-gerais-comite-extraordinario-fin-covid-19-visando-acompanhar-e-propor-medidas-de-natureza-fiscal-economica-e-financeira-em-razao-dos-efeitos-da-pandemia-da-doenca-infecciosa-viral-respiratoria-causada-pelo-agente-coronavirus-covid-19";0;0;1;0;0;0;0;2020-04-08;31;"MG"
"Paraíba";"Decreto Nº 40177 de 8 de abril de 2020";"Altera o Decreto nº 39.862, de 13 de dezembro de 2019, que dispõe sobre a regulamentação da campanha da ""Nota Fiscal Paraibana"" e o Decreto nº 40.171, de 03 de abril de 2020, que dispõe sobre a adoção de medidas econômicas temporárias e emergenciais para o combate aos efeitos da COVID-19 (Novo Coronavírus), e dá outra providência.";"http://leisestaduais.com.br/pb/decreto-n-40177-2020-paraiba-altera-o-decreto-no-39-862-de-13-de-dezembro-de-2019-que-dispoe-sobre-a-regulamentacao-da-campanha-da-nota-fiscal-paraibana-e-o-decreto-no-40-171-de-03-de-abril-de-2020-que-dispoe-sobre-a-adocao-de-medidas-economicas-temporarias-e-emergenciais-para-o-combate-aos-efeitos-da-covid-19-novo-coronavirus-e-da-outra-providencia";0;0;1;0;0;0;0;2020-04-08;25;"PB"
"Pará";"Decreto Nº 674 de 8 de abril de 2020";"Reconhece o falecimento, em virtude da COVID-19 contraída por servidor público civil ou militar estadual, como acidente em serviço para fins de pagamento de pensão especial.";"http://leisestaduais.com.br/pa/decreto-n-674-2020-para-reconhece-o-falecimento-em-virtude-da-covid-19-contraida-por-servidor-publico-civil-ou-militar-estadual-como-acidente-em-servico-para-fins-de-pagamento-de-pensao-especial";0;0;1;0;0;0;0;2020-04-08;15;"PA"
